,Name,Description,Also known as,Scientific name,Substitutions
269,mead,"Made from fermented honey, mead is one of mankind's oldest alcoholic beverages.",honey wine,,[]
270,Merlot,"This is a hearty red wine that's similar to a Cabernet Sauvignon, but softer and less tannic.  It goes especially well with pork, turkey, and pasta dishes.",,,"['Cabernet Sauvignon', 'Bordeaux wine (red)']"
271,Metaxa,This is a sweet Greek brandy with a strong resin flavor.,,,"['cognac', 'Armagnac']"
272,mezcal,"This somewhat harsh Mexican liquor is similar to tequila, except that the agave plant is fire-roasted before the sap is extracted, fermented, and distilled.  This gives mezcal a distinctive smoky flavor.  Some brands have an agave worm (actually a caterpillar) in the bottle, which you're supposed to eat.",mescal,,"['tequila', 'pulque']"
273,Midori,"This green Japanese liqueur has a very sweet, melon flavor.",,,"['orange liqueur', 'raspberry liqueur']"
274,"milk 0.5%, nonfat","Nonfat milk (0.5% fat). You can buy it fresh, or as powdered milk, canned evaporated milk, or UHT milk packed in aseptic containers. Fresh is best for drinking and delicate desserts, the other kinds pick up an unpleasant caramelized flavor when they're heated for packaging.  Acidophilus milk tastes much the same as ordinary milk, but it includes the beneficial acidophilus bacteria that are destroyed during pasteurization.",nonfat milk 0.5%,Capra aegagrus hircus,"[""goat's milk"", 'oat milk', 'buttermilk', 'soy milk', 'rice milk', 'almond milk', 'water', 'acidophilis milk', 'sour cream', 'half-and-half']"
275,"milk 2%, Low-fat","Low-fat milk (2% fat).
You can buy it fresh, or as powdered milk, canned evaporated milk, or UHT milk packed in aseptic containers. Fresh is best for drinking and delicate desserts, the other kinds pick up an unpleasant caramelized flavor when they're heated for packaging.  Acidophilus milk tastes much the same as ordinary milk, but it includes the beneficial acidophilus bacteria that are destroyed during pasteurization.",Low-fat milk 2%,Capra aegagrus hircus,"[""goat's milk"", 'oat milk', 'acidophilis milk', 'buttermilk', 'soy milk', 'rice milk', 'almond milk', 'water', 'baking soda', 'water']"
276,milk 3.5%,"Varieties: skim milk = nonfat milk (0.5% fat), low-fat milk (2% fat), and whole milk (3.5% fat). You can buy it fresh, or as powdered milk, canned evaporated milk, or UHT milk packed in aseptic containers. Fresh is best for drinking and delicate desserts, the other kinds pick up an unpleasant caramelized flavor when they're heated for packaging.  Acidophilus milk tastes much the same as ordinary milk, but it includes the beneficial acidophilus bacteria that are destroyed during pasteurization.","cow's milk, IngreCommC	CommName	CommComment	CommNameID
Skim milk, whole milk",Capra aegagrus hircus,"[""goat's milk"", 'half-and-half', 'oat milk', 'buttermilk', 'water', 'evaporated milk', 'soy milk', 'rice milk', 'almond milk', 'water', 'baking soda']"
277,"milk, sweetened condensed",Visit the Illinois Cooperative Extension Service's Sweetened Condensed Milk--Homemade page.,"condensed milk, milk, condensed, sweetened condensed milk",Capra aegagrus hircus,['milk 3.5%']
278,milnot,This is easier to find in Great Britain than in the United States.,,Capra aegagrus hircus,['evaporated milk']
279,mint syrup,,,Mentha spicata,['peppermint extract']
280,mint-flavored liqueurs,This category includes crème de menthe and peppermint schnapps.,,,"['peppermint oil', 'peppermint extract']"
281,mirin,"This is a very sweet Japanese rice wine that's used to flavor rice and sauces.  It's not usually consumed as a beverage.   Aji mirin is salted, so adjust the recipe accordingly.","sweet rice wine, sweet sake",,"['sugar', 'sherry', 'sugar', 'white wine', 'white wine']"
282,miscellaneous liqueurs,,,,[]
283,molasses,"Sugar is made by extracting juice from sugar cane or sugar beets, boiling them, and then extracting the sugar crystals. Molasses is the thick, syrupy residue that's left behind in the vats. It has a sweet, distinctive flavor, and it's a traditional ingredient in such things as gingerbread, baked beans, rye bread, and shoofly pie. There are several different varieties: Unsulfured molasses is what you'll most often find in supermarkets. It's milder and sweeter than sulfured molasses. Sulfured molasses has sulfur dioxide added as a preservative. Light molasses = mild molasses = sweet molasses = Barbados molasses is taken from the first boiling. It's the sweetest and mildest, and is often used as a pancake syrup or a sweetener for beverages. Dark molasses = full molasses = full-flavored molasses is left behind after the juices are boiled a second time. It's less sweet but more flavorful than light molasses, and it's a good choice if a recipe simply calls for molasses. Sugar-beet molasses is very bitter and is mostly used as cattle feed or as a medium for growing yeast. When measuring molasses, grease the cup and utensils to keep molasses from sticking. If your molasses crystallizes while being stored, heat it gently to dissolve the crystals. After opening, you can store molasses in your cupboard.","Barbados molasses, Dark molasses, full molasses, full-flavored molasses, Light molasses, mild molasses, sweet molasses",,"['dark corn syrup', 'maple syrup', 'honey', 'barley malt syrup', 'dark brown sugar', 'golden syrup']"
284,Muscadet,"This is a district in Brittany, France, that produces a crisp, light white wine that's especially good with seafood.   Always serve it chilled.  Don't confuse this with Muscatel or Muscat, which are both dessert wines.",,,"['Pinot blanc', 'Chardonnay', 'Chablis', 'Sauvignon blanc']"
285,Muscat,"This is a sweet and fruity dessert wine made from Muscat grapes.  Don't confuse it with Muscadet, which is a dry white wine.","Moscatel, Moscato, Muscadel, Muscatel",,"['port', 'Riesling', 'sugar']"
286,Neopolitan liqueur, This American liqueur is an inexpensive Galliano wannabe.,,,['Galliano']
287,non-dairy topping,Cool Whip and Dream Whip are popular brands. Some of these products may include casein.,"Cool Whip, Dream Whip, nondairy topping",,['whipped cream']
288,nondairy creamer,,,,[]
289,nut liqueurs,,,,['walnut liqueur']
290,oat milk,This comes in aseptic containers. A fortified version is available that supplies many of the nutrients normally found in cow's milk. Shake well before using.,,Avena sativa,"['milk 3.5%', ""goat's milk"", 'soy milk', 'rice milk', 'almond milk']"
291,oolong tea,,"tea, oolong",,['coffee']
292,orange bitters,"Orange bitters is made from sour orange peels. Popular brands include Angostura and Fee. A dash or two will perk up your martini, barbecue sauce, chocolate dessert, and seafood.",,,['orange liqueur']
293,orange juice,,,Citrus,"['grapefruit juice', 'pineapple juice']"
294,orange liqueur,"The best (and driest) is Grand Marnier, followed by Cointreau, curaçao, and--the sweetest of them all--triple sec.",,,"['kumquat liqueur', 'mandarine liqueur', 'Sabra liqueur', 'Midori', 'rum', 'orange extract']"
295,orgeat,This sweet almond-flavored syrup is used in many mixed drinks.  Look for it in liquor stores.  To make your own:  See the Almond Syrup recipe on the ichef website.,"almond syrup, orzata",,['almond extract']
296,ouzo,"This potent, anise-flavored Greek liqueur is usually mixed into water, turning it cloudy.",,,"['Pernod', 'Ricard', 'pastis', 'anisette', 'arak', 'sambuca']"
297,oyster liquor,This is the natural liquid that is found inside of raw oysters.,,,['clam juice']
298,pale ale,These golden brown ales are somewhat bitter and fruity.,amber ale,,['India pale ale']
299,palm syrup,"To make your own: melt palm sugar, then strain.",,,['simple syrup']
300,palm vinegar,This cloudy white vinegar is popular in the Philippines. It's milder than wine or cider vinegars.,toddy vinegar,,"['coconut vinegar', 'vinegar']"
301,pancake syrup,"This is the inexpensive version of maple syrup that Americans love to pour on pancakes and waffles. It's usually based on corn syrup, and flavored either with artificial flavoring or real maple syrup. To make your own: See the recipe for Mock Maple Syrup on RecipeSource.",maple-flavored syrup,,"['maple syrup', 'berry syrup', 'brown rice syrup', 'dark brown sugar', 'molasses', 'honey', 'sugar']"
302,Parfait Amour,"The name means ""perfect love"" in French, and this sweet purple liqueur is flavored with citrus and spices.",,,['crème de violette']
303,passion fruit juice,,,Passiflora,['key lime juice']
304,passion fruit liqueur,La Grande Passion is a well-regarded brand.,La Grande Passion,,['rum']
305,pastis,This is a licorice-flavored liqueur that the French like to serve with water.   It's higher in alcohol than anis or anisette.  Popular brands include Pernod and Ricard.,,,"['ouzo', 'anise-flavored liqueurs']"
306,pear brandy,Brandy made from Williams pears (like Poire Williams and Williamine) are especially good.  Some bottles have an entire pear in the bottle.,eau-de-vie de poire,,"['apple brandy', 'brandy']"
307,pear liqueur,,,,[]
308,peppermint schnapps,"Like crème de menthe, this is flavored with peppermint.",,,"['crème de menthe', 'peppermint extract', 'peppermint oil']"
309,Pernod,"This is a popular brand of pastis, or licorice-flavored liqueur.   It tastes like a mouthful of Good 'N Plenty candies.",,,"['Ricard', 'Herbsaint', 'anisette']"
310,perry,"This is wine that's made from pears.  It's usually somewhat sweet, and with a low alcohol content.",,,"['hard cider', 'apple cider']"
311,Petite Syrah,"This is a grape variety which produces an excellent red wine that's very dark and often described as ""peppery.""  Don't confuse Petite Syrah with Syrah, another red varietal wine.",Petite Sirah,,"['Syrah', 'Rhône wine']"
312,Peychaud's bitters,"This is a brand of bitters that's a bit hard to find outside of New Orleans. It's sweeter than Angostura bitters, and has more of an anise flavor.",,,"['Angostura® bitters', 'Fernet Branca']"
313,Pilsner beer,,Pilsener beer,,"['lager beer', 'light beer']"
314,Pimm's Cup,"This is the liqueur that the upper crust of British society drinks at polo matches.  It's bittersweet and very potent.  There used to be several varieties of Pimm's, based on gin, whiskey, rum, brandy, and vodka, but only the one based on gin, called Pimm's No. 1, is still being produced.  Serve it with club soda and a bit of lemon juice and garnish with cucumber and celery.",Pimm's,,['gin']
315,pineapple juice,,,Ananas comosus,"['grapefruit juice', 'orange juice']"
316,pineapple vinegar,"This is used in Mexico, but hard to find in the United States. Grab a bottle if you can find it, for it's reputed to be quite good.",,Ananas comosus,['cider vinegar']
317,Pinot blanc,"This is a good, but unexceptional, dry white wine that's good with seafood and poultry.",,,"['Chardonnay', 'Muscadet', 'Chablis', 'Sauvignon blanc']"
318,Pinot Grigio,"This is a dry white wine that goes especially well with seafood.  Pinot Grigio is the Italian name, Pinot Gris the French.",Pinot gris,,"['Gewürztraminer', 'Riesling']"
319,Pinot Noir,"This earthy red varietal wine goes best with beef, ham, poultry, salmon, or tuna.  Unfortunately, making it is tricky business, so the quality varies tremendously.  A good one will be expensive and sublime.",,,"['Cabernet Sauvignon', 'Syrah']"
320,pisco,This Peruvian brandy is based on Muscat wine.,pisco brandy,,['grappa']
321,plum brandy,"Distilled from plums, plum brandy is usually colorless and quite potent.  Slivovitz = slivovic = slivowitz ( SHLIV-uh-vits) is made in Serbia and Bosnia from blue plums, and is very highly regarded.  Other varieties include mirabelle (made with yellow plums), quetsch (Alsatian plums), pflümli, and light green prunelle.","mirabelle, pflümli, prunelle, quetsch, slivovic, Slivovitz, slivowitz",,"['fruit brandies', 'grappa', 'sloe gin']"
322,plum wine,"These are wines that are made from plums.  Some producers leave the stones in while the plums are fermenting, giving the wine a bit of almond flavoring as well.",,,[]
323,pomegranate juice,"Don't confuse this unsweetened juice with grenadine, which is a heavy, sweet syrup. Look for it in health food stores and Middle Eastern markets. Knudsen is a well-regarded brand.",,Punica granatum,"['cranberry juice', 'pineapple juice']"
324,Pommeranzen bitters,This orange-flavored bitters is made in the Netherlands and Germany.  It comes in red and green versions.,elixer longæ vitæ,,[]
325,port,"This is a sweet Portuguese fortified wine that's sipped as an after-dinner drink, or used as a cooking ingredient.  Vintage ports are the best, but they are very expensive. The sediment at the bottom of the bottle is a sign of quality.  Crusted or late-bottled vintage ports are both less expensive and less elegant.  Cheaper yet are the lighter and fruitier wood ports, which include the tawny ports and the lowly ruby ports.  Wood ports don't age well in the bottle, so try to drink them within a year or two of purchase.  Once opened, port should be consumed within a week or so and stored in the refrigerator.","port wine, ruby ports, tawny ports, Vintage ports, wood ports",,"['Madeira', 'dry vermouth', 'black muscat wine', 'Banyuls', 'chicken stock', 'beef stock']"
326,porter ale,This is a dark beer with a heavy foam and a bitter flavor,porter,,['stout']
327,poteen,Irish moonshine or vodka. Made from potatoes like vodka.,"potcheen, uisce beatha, water of life",,['whiskey']
328,Pouilly-Fuissé,"This is an area in the Burgundy region of France that's renown for its exquisite white wines.  Made with Chardonnay grapes, these wines are great with seafood and hors d'oeuvres.",,,['Chardonnay']
329,Pouilly-Fumé,This is a highly regarded dry white wine.,"Fume de Pouilly, Fumé de Pouilly, Pouilly-Fume",,['Sauvignon blanc']
330,powdered milk,"To reconstitute, combine one part milk powder with three parts water.","milk, powdered",Capra aegagrus hircus,['milk 3.5%']
331,prostokvasha,Postokvasha is a thick sour milk popular in Russia. It is similar to yogurt or kefir.,"ryazhenka, sour milk, varenets",,"['yogurt', 'kefir']"
332,prune juice,,,Prunus subg. Prunus,['prune']
333,pu'erh tea,,"tea, pu'erh",,['coffee']
334,pulque,"Like tequila, this is made from the sap of the agave plant. It's popular in Mexico, though it's a bit harsher and heavier than tequila.",,,"['mezcal', 'tequila']"
335,Punt è Mes, This is a bitter form of red vermouth.  It's often mixed with soda.,Punt e Mes,,"['Byrrh', 'Cynar', 'vermouth', 'Fernet Branca', 'Campari', 'Suze']"
336,qurut,Reconstituted dry qurut is an acceptable substitute for fresh. Where to find it: Middle Eastern markets.,"kashk, quroot, yazdie",,['yogurt']
337,raspberry liqueur,"This is great in champagne or on ice cream.Chambord is a popular brand.  Don't confuse this with framboise, a raspberry brandy.","Chambord, framboise liqueur, liqueur de framboise",,"['crème de cassis', 'orange liqueur', 'raspberry syrup']"
338,raspberry vinegar,This is a mild and fruity vinegar that makes a terrific salad dressing.,,Rubus,"['sherry vinegar', 'champagne vinegar', 'blueberry vinegar', 'red wine vinegar', 'black currant vinegar', 'rice vinegar', 'cider vinegar', 'balsamic vinegar']"
339,raw milk,"A few decades ago, the cream in milk would rise to the top and a glass of milk sitting on the counter would gradually turn sour. No more. Most commercial milk today is homogenized so that the fat is broken into small particles which remain suspended in the milk, and pasteurized to kill bacteria, including the friendly varieties that gave milk a sour tang. Raw milk isn't pasteurized; producers instead keep their cows and dairies clean in order to reduce the risk of bacterial contamination. Some people insist raw milk is more healthful than commercial milk since it contains active enzymes that help with digestion and absorption of nutrients. Many cheesemakers prefer it since pasteurization diminishes the cheese's flavor potential and homogenization gives it a waxy texture. Unfortunately, it's illegal to sell raw milk in many states.","fresh milk, real milk",Capra aegagrus hircus,"['heavy cream', 'powdered milk', 'acidophilis milk']"
340,red rice vinegar,"This Asian vinegar is a bit salty. It's sometimes used in seafood or sweet and sour dishes, or as a dipping sauce.","Chinese red rice vinegar, Chinese red vinegar, red vinegar",,"['Chinese black vinegar', 'cider vinegar', 'red wine vinegar']"
341,red wine,"Red wines are heavier and more strongly flavored than white wines, and they go best with heavier, more strongly flavored foods, like red meat, pasta, and ripe cheeses.  They should always be served at room temperature.",,,"['Madeira', 'port', 'pomegranate molasses', 'cranberry juice', 'chicken broth', 'balsamic vinegar', 'currant syrup']"
342,red wine vinegar,"This assertive vinegar is a staple in French households. It's used in vinaigrettes and for making marinades, stews, and sauces. It's a good choice if you're trying to balance strong flavors in a hearty dish.",,,"['balsamic vinegar', 'white wine vinegar', 'sherry vinegar', 'cider vinegar', 'rice vinegar']"
343,retsina,"This is a white Greek wine that's flavored with pine resin.  It's popular with Greeks, but hasn't caught on elsewhere.  It should be served at room temperature.",,,['Metaxa']
344,Rhine Wine,Riesling grapes are used to make white Rhine wine.,,,"['Riesling', 'Gewürztraminer']"
345,Rhône wine,"Vineyards along the Rhône River in Southeastern France produce red, white, and blush wines, but they're best known for their excellent red wines.  Châteauneuf-du-Pape is the region's most famous appellation, while Côtes-du-Rhône is the catch-all name given to lesser Rhône wines.",Rhone wine,,"['Syrah', 'Bordeaux wine (red)', 'Pinot Noir', 'Merlot', 'Barbera', 'Zinfandel', 'Cabernet Sauvignon']"
346,Ricard,"This is a popular brand of pastis, or licorice-flavored liqueur.",,,"['Pernod', 'anisette']"
347,rice milk,Look for this in aseptic containers. Some varieties are gluten-free; others are not. A common brand is Rice Dream. Shake well before using!,,Oryza,"['almond milk', 'horchata', 'milk 3.5%', ""goat's milk"", 'oat milk', 'soy milk']"
348,rice vinegar,"Rice vinegars are popular in Asian and they're sweeter, milder, and less acidic than Western vinegars. They're sometimes called rice wine vinegars, but they're made from rice, not rice wine. Most recipes that call for rice vinegar intend for you to use white rice vinegar, which is used in both China and Japan. The Chinese also use red rice vinegar with seafood or in sweet and sour dishes, and black rice vinegar in stir-fries and dipping sauces.",rice wine vinegar,Oryza,"['sugar', 'white wine vinegar', 'water']"
349,rice wine,"Technically, this should be called ""rice beer,"" since it's fermented from a grain rather than a fruit.   The Japanese produce two kinds of rice wines:  sake, a dry wine that is used for drinking and cooking, and mirin, a sweet wine which is used just for cooking.   Chinese cooks use a product similar to sake, called Shaoxing wine.",,,"['dry vermouth', 'Scotch whisky', 'white wine', 'sherry']"
350,Riesling,"If made in Germany or Alsace, a Riesling is a very good, somewhat sweet white wine.   If made in America, it's usually a so-so white wine that's usually made from Sylvaner = Franken Riesling, Gray Riesling and Emerald Riesling grapes, mediocre varieties which coast on the reputation of their superior relative, Johanissberg Riesling.","Emerald Riesling, Franken Riesling, Gray Riesling, Sylvaner",,"['Johannisberg Riesling', 'Gewürztraminer', 'Pinot blanc', 'Chenin blanc', 'sugar']"
351,Rioja,This is a region in Northern Spain that's known for its economical and fairly good red wines.,,,"['Chianti', 'Pinot Noir', 'Burgundy wine (red)']"
352,Rock and Rye,This is a citrus-flavored liqueur that's based on rye whiskey.  There's a piece of rock candy in every bottle.,,,['Southern Comfort']
353,rum,"Rum is a key ingredient in many chilled drinks, like daiquiris, piña coladas, and Planter's punch.  It's used in the kitchen, too, especially in cakes or fruit-based desserts.  Rum is distilled from sugar cane, and most of it comes from cane-producing Caribbean countries.  Its character varies according to its color. White rums are relatively dry and light, and commonly used in mixed drinks. The amber rums from Puerto Rico, Trinidad, and the Virgin Islands are heavier and more flavorful.  The dark rums from Jamaica and Haiti are heavier still, and have a pronounced molasses flavor. Demerara rums are the darkest and heaviest of all. There also are aromatic rums that are flavored with fruits and spices.",,,"['brandy', 'apple juice', 'water', 'Bourbon whiskey', 'sherry', 'gin', 'orange liqueur', 'orange juice', 'pineapple juice', 'vodka']"
354,rum-based liqueurs,This category includes coconut rum and spiced rum.,,,[]
355,rye whiskey,"This American whiskey is made mostly with rye.  It's similar to Bourbon, but not quite as elegant.   Wild Turkey and Jim Beam are well-regarded brands.  Whiskey should be served at room temperature.",,,"['Bourbon whiskey', 'blended whiskey', 'brandy', 'Scotch whisky', 'water', 'vanilla extract', 'sherry']"
356,Sabra liqueur,This is an orange liqueur with a hint of chocolate.  It's produced in Israel.,,,"['orange liqueur', 'Cheri Suisse']"
357,sake,"This is a Japanese rice wine, or more correctly, beer.  It's usually served warm in tiny porcelain cups, but some trendy American restaurants served it chilled like white wine.  Sake doesn't age well in the bottle and should be consumed within a year of bottling.","rice wine, saké, saki",,"['Shaoxing wine', 'dry vermouth', 'white wine', 'sherry']"
358,sambuca,"This is a semi-dry Italian liqueur that's flavored with anise, berries, herbs, and spices.  It's traditional to float three coffee beans in each drink.  Molinari and Romana are well-known brands.",,,"['anisette', 'ouzo', 'Galliano']"
359,Sangiovese,"This is the red grape variety that's often blended with Cabernet Sauvignon to make Italian Chianti.  California Sangiovesi are hearty and good with Italian food.   The quality of this wine varies tremendously, but a good Sangiovese is sublime.",,,"['Chianti', 'Zinfandel', 'Cabernet Sauvignon', 'Merlot']"
360,Sauternes,"Sauternes is a district in France that produces exquisite and expensive white dessert wines.  The district includes the commune Barsac, which produces some of the best Sauternes.  Sauternes are sweet and are delicious with blue cheese, pâté de foie gras, and light desserts, though they should never be served with chocolate.  Don't confuse Sauternes with Sauterne, which is a cheap domestic imitation.",,,['Dessert Wine']
361,Sauvignon blanc,"This light white wine is often described as having a ""grassy"" flavor.  It's terrific with seafood, poultry, and other delicately flavored dishes.","blanc fume, blanc fumé",,"['Chardonnay', 'Pinot blanc', 'Chablis', 'Muscadet', 'Gewürztraminer']"
362,schnapps,"In the United States, schnapps are flavored liqueurs based on neutral spirits. The flavorings vary widely, and include peppermint schnapps, root beer schnapps, peach schnapps, and cinnamon schnapps. These flavored schnapps can be sweet or dry, but most are sweeter and lighter than a typical liqueur. In Germany and Scandinavia, schnapps refers to any spirit that's dry and potent, like kirsch and aquavit.",schnaps,,[]
363,Scotch whisky,"The king of whiskies, Scotch has a very distinctive, smoky flavor.   Single-malt Scotch whisky is considered the best--it has a stronger, more complex flavor than blended Scotch, which is a mixture of malt whiskies and grain whiskies.  Connoisseurs of single-malt Scotch consider Macallan to be one of the finest brands. Of the blended Scotch whiskies, the more highly-esteemed brands include Chivas Regal and Johnnie Walker Black Label.  Use the cheaper blended Scotch for mixed drinks.  Whiskey should be served at room temperature.",Scotch,,"['Bourbon whiskey', 'Irish whiskey', 'vanilla extract', 'gin', 'sherry']"
364,seasoned rice vinegar,"Accomplished Asian cooks who find this in your pantry are likely to purse their lips, just as Italian cooks would over a packet of spaghetti sauce mix. So keep it well hidden. It's lightly flavored with sugar and salt, and saves time when making sushi. You can also use it to dress salads, vegetables, and other dishes.","seasoned rice wine vinegar, sushi vinegar",,['Salt']
365,Sémillon,"This is a grape variety that's sometimes developed into a dry white wine, sometimes into a excellent dessert wine.",Semillon,,"['Sauternes', 'Muscat']"
366,Shaoxing wine,"Chinese rice wine varies in quality, so cookbooks often specify Shaoxing rice wine, which is quite good.  The Chinese drink it from small porcelain cups, in the same way that the Japanese drink their sake.   Shaoxing cooking wine may be salted.","Chinese rice wine, Hsao Shing wine, Shao hsing wine, Shaohsing wine",,"['sake', 'sherry']"
367,sherry,"This fortified Spanish wine is typically served in small glasses before dinner, but many cooks also keep a bottle handy in the kitchen to perk up sauces, soups, and desserts.  There are two categories of sherry:  fino and oloroso.  Fino sherry = Palma sherry is dry, fruity, and expensive.  Examples of fino include the exquisite Manzanilla and the potent and nutty Amontillado.  Oloroso sherry is more heavily fortified than fino.  Examples include Amoroso and cream sherry, both of which are sweetened and especially popular in Britain.  Once bottled, sherry doesn't age well, so you should plan to use it no more than a year or two after you buy it.   Once opened, fino sherries should be consumed within a few days and stored in the refrigerator.  Oloroso sherries can be stored a bit longer, say a week.   Cooking sherry usually has added salt, and is shunned by more experienced cooks.","Amontillado, Amoroso, Cooking sherry, cream sherry, Fino sherry, Manzanilla, Oloroso sherry, Palma sherry, sack",,"['port', 'Madeira', 'mirin', 'sugar', 'white wine', 'dry vermouth', 'Muscat', 'vanilla extract', 'coffee']"
368,sherry vinegar,"Sherry vinegar is Spain's answer to balsamic vinegar. It's assertive yet smooth, and great for deglazing pans and perking up sauces, especially those that will accompany hearty meats like duck, beef, or game. The most expensive sherry vinegars are aged for a long time in wood casks.","Jerez vinegar, sherry wine vinegar, vinagre de Jeréz, vinagre de Xeres, Xeres vinegar",,"['balsamic vinegar', 'sugar', 'rice vinegar']"
369,Silberwasser,"has silver, not gold, flakes in it",,,['Goldwasser']
370,simple syrup,"This is a mixture of sugar and water that's brought to a boil and simmered for about five minutes so that the sugar dissolves and the mixture becomes syrupy. When it cools, it's used to make mixed drinks, liqueurs, baked goods, sorbets, sauces, and many other things. The thickness of the syrup depends upon the ratio of sugar to water used. Many simple syrup recipes call for equal parts sugar and water. For a thinner syrup, combine two parts water with one part sugar. Rock candy syrup, a heavy syrup used to make some liqueurs and mixed drinks, is made with two parts sugar and one part water.","Rock candy syrup, sugar syrup",,['sugar']
371,sloe gin,This liqueur is made by steeping sloe berries in gin.  Gordon's is a well-regarded brand.,,,"['gin', 'plum brandy']"
372,smetana,"This is very hard to find in the United States, but some Eastern European markets carry it.","slivki, smatana, smitane",,['sour cream']
373,soda water,,"carbonated water, club soda, seltzer water",,"['water', 'ginger ale']"
374,sorghum molasses,"This is made from sorghum cane juice, and Southerners sometimes use it instead of molasses to make things like barbecue sauce, baked beans, and gingerbread. Look for it in health food stores.",sorghum syrup,,"['golden syrup', 'molasses']"
375,sour cream,,,Bos taurus,"['lemon juice', 'yogurt', 'cottage cheese', 'mayonnaise', 'buttermilk', 'buttermilk', 'yogurt', 'evaporated milk', 'jocoque', 'smetana', 'sour milk']"
376,sour milk,,,Bos taurus,"['buttermilk', 'milk 3.5%']"
377,sour-mash whiskey,"This resembles Bourbon, but the mash is soured during the fermenting process, giving the whiskey a distinctive flavor.  It's produced in Tennessee by George Dickel and Jack Daniels.  Whiskey should be served at room temperature.",Tennessee sour-mash whiskey,,"['Bourbon whiskey', 'Scotch whisky', 'whiskey', 'vanilla extract', 'sherry']"
378,Southern Comfort,This potent peach-flavored liqueur is made with Bourbon.,,,"['Rock and Rye', 'kirsch', 'Cointreau']"
379,soy milk,"Made from soybeans, soy milk is sweeter and darker than dairy milk, and it has a distinctive beanlike flavor. It comes refrigerated, or in aseptic containers (either full strength or concentrated), or in powdered form, with varying percentages of fat. A fortified version is available that supplies many of the nutrients normally found in cow's milk.Flavored versions are best for drinking, unflavored for cooking. Shake well before using.","soy beverage, soya beverage, soya milk, soymilk",Glycine max,"['milk 3.5%', ""goat's milk"", 'oat milk', 'rice milk', 'almond milk']"
380,Spanish brandy,This sweet and heavy brandy is based on sherry.,,,"['cognac', 'Armagnac']"
381,sparkling cider,,,,"['apple cider', 'apple juice', 'champagne']"
382,sparkling mineral water,,,,[]
383,sparkling wine,"When first opened, sparkling wine becomes effervescent as bubbles of carbon dioxide gas escape from the liquid.   It was first produced by Dom Pérignon in the 17th century, who cried out after sampling it, ""Come quickly.  I am drinking stars!""   Champagne is perhaps the finest example of sparkling wine, and is named for the region in France where it's produced.  The brand Dom Pérignon is considered to be the finest champagne.  Sparkling wine and champagne are rated by their relative sweetness.  The driest is brut, followed by extra dry, sec, and the sweetest of all, demi-sec.  Sparkling wines are used to toast special occasions like weddings and the New Year, but they're also served before meals.  They're especially nice with caviar.","bubbly, Champagne",,"['grape juice', 'Chardonnay', 'Chablis', 'soda water']"
384,spice-flavored liqueurs,"This category includes spiced rum, Goldschläger and kümmel.",,,[]
385,spiced rum,This is white or dark rum that's been sweetened and flavored with vanilla and spices.,,,[]
386,spumante,"This is Italian sparkling wine. Asti spumante is a well-known sparkling wine produced in Asti, Italy.",,,['sparkling wine']
387,stout,This dark beer tastes strongly of malt and hops.   Guinness is a popular brand.,,,['porter ale']
388,Strega,This is a sweet Italian herbal liqueur.,Liquore Strega,,"['sambuca', 'Chartreuse']"
389,Suze,This is a bitter French apéritif.,,,"['Punt è Mes', 'Byrrh', 'Campari', 'Amer Picon']"
390,Swedish light syrup,,ljus sirap,,['golden syrup']
391,sweet vermouth,"This comes as either red vermouth (rosso) or sweet white vermouth (bianco).  It's used to make many cocktails, including Manhattans and Negronis.  If you're planning to make martinis, you probably want dry vermouth.","bianco, Italian vermouth, red vermouth, rosso, sweet white vermouth",,"['dry vermouth', 'Punt è Mes', 'sherry', 'white wine', 'Madeira', 'grape juice', 'sake']"
392,Syrah,"This wine is called Syrah in Europe and America, and Shiraz in Australia.  It's a dry red wine that's especially good with barbecued meats, sausages, strong cheeses, and spicy foods.  Don't confuse Syrah with Petite Syrah.",,,"['Zinfandel', 'Bordeaux wine (red)', 'Pinot Noir', 'Merlot', 'Barbera', 'Cabernet Sauvignon']"
393,table wine,"Table wines are intended to be served with meals, and they're often classified by color: red, white or rosé.",still wine,,"['red wine', 'white wine', 'blush Wine']"
394,tamarind juice,,"tamarind nectar, tamarind sauce, tamarind water",Tamarindus indica,"['lime juice', 'water', 'lime juice', 'lemon juice', 'malt vinegar']"
395,tarragon vinegar,"This popular herb vinegar is used to make Béarnaise sauce and vinaigrettes. It's easy to make at home. Just put one or two sprigs of clean, fresh tarragon in a bottle of warm white wine vinegar, tightly seal the bottle, and let it stand for at least a few days.The sprigs will eventually become bitter, so remove or replace them after a few weeks. Make sure that the vinegar you use has an acidity level of at least 5% (this information is given on the label). Don't add too much tarragon to the bottle, or you may reduce the acidity of the vinegar so much that it loses its ability to preserve.",tarragon wine vinegar,Artemisia dracunculus,"['tarragon', 'tarragon']"
396,tea,"The five most common types are green, white, black, oolong and pu'erh.",,,['coffee']
