,Name,Description,Also known as,Scientific name,Substitutions
233,Jerusalem artichoke,"These look like small, knobby potatoes, but they have a crisp texture and an interesting earthy flavor. You can eat them raw, stir-fry them, or bake them like potatoes. It's best not to peel them, but you'll want to scrub off the dirt. If you slice them, dunk them immediately in acidulated water to keep them from discoloring.","earth apple, girasole, sunchoke, sunroot, topinambour",Helianthus tuberosus,"['artichoke hearts', 'potato', 'water chestnut', 'jicama']"
234,jicama,"This tan-skinned tuber has a mild, nondescript flavor, but a nice crunchy texture. It's a good, cheap substitute for water chestnuts in stir-fries. Since it doesn't discolor, it's also a great vegetable to serve raw on a crudité platter. Peel it before using.","ahipa, Chinese potato (this name also is used for arrow root), Chinese turnip (this name also is used for lo bok), jícama, Mexican potato, Mexican turnip, Mexican yam bean, saa got, yam bean",Pachyrhizus erosus,"['water chestnut', 'Jerusalem artichoke', 'apple', 'turnip', 'daikon']"
235,jute leaf,"These are tossed into stews in Africa, the Philippines, and Southeast Asia.","Jew mallow, krin-krin, rau day, saluyot, West Africa sorrel",,['spinach']
236,kabocha squash,"This orange-fleshed winter squash has a striated green rind. It's sweeter, drier, and less fibrous than other winter squash, and it tastes a bit like sweet potatoes.","Japanese pumpkin, Japanese squash, kabachi, nam gwa, sweet mama",Cucurbita maxima,"['butternut squash', 'acorn squash', 'turban squash']"
237,Kalamata olives,"You can find these popular Greek black olives in most large supermarkets. They're salty and have a rich, fruity flavor. These can be eaten out of hand, or used to make tapenades.",Calamata olive,Olea europaea,"['Gaeta olives', 'Amphissa olives']"
238,kale,"Kale is a kind of cabbage with dark green, wrinkled leaves.  It's prized more for its hardiness than its flavor or delicacy, but it continues to be popular in the South, where it's often cooked as a side dish.  Remove and discard the tough center stalks before cooking.  Varieties include curly kale, dinosaur kale = black cabbage = lacinato kale, and the popular Red Russian kale = ragged jack kale.","black cabbage, borecole, cow cabbage, curly kale, dinosaur kale, kail, lacinato kale, ragged jack kale, Red Russian kale",Brassica oleracea,"['collard greens', 'broccoli raab', 'Swiss chard', 'flowering kale', 'cabbage', 'napa cabbage', 'kohlrabi greens', 'mustard greens', 'spinach']"
239,Kashmiri red chili dried,This mild Kashmiri chili is used in Indian cooking to add flavor and color.,Kashmiri laal mirch,Capsicum annuum,['California chili ']
240,kelp powder,,,,"['Salt', 'monosodium glutamate']"
241,kershaw squash,Kershaw squash is an heirloom squash. It is mostly grown in the American south. Kershaw squash was cultivated by native Americans.,"cushaw squash, Tennessee sweet potato",Cucurbita argyrosperma,"['pumpkin', 'winter squash']"
242,Kirby cucumber,"This short, versatile cucumber is used for both slicing and pickling.  It's small, with bumpy yellow or green skin.  Like the English cucumber, it has a thin skin and inconspicuous seeds.",,,['English cucumber']
243,kittely,Kittely is a small round eggplant. It is used in soups and stews.,"NganNgan, small bitterball",Solanum macrocarpon,['Eggplants']
244,kiwano,"This melon has a gorgeous orange rind with spikes--poke a stick in it and you'd have a medieval mace for a Halloween costume. The yellow-green flesh has the consistency of jello, and tastes a bit like cucumbers.","African horned cucumber, African horned melon, cherie, English tomato, hedged gourd, horned melon, jelly melon, kiwano melon, melano, spiked melon",Cucumis metuliferus,"['cucumber', 'melons']"
245,kohlrabi,"A kohlrabi resembles a turnip, only it's sweeter and more delicately flavored. It's light green and sometimes sold with its edible greens attached. It can be eaten raw or cooked. Choose small ones, and peel before using.","cabbage turnip, German turnip, stem cabbage, turnip cabbage",Brassica oleracea,"['broccoli', 'celeriac', 'turnip', 'parsnip']"
246,kohlrabi greens, These can be cooked just like Swiss chard.  Remove the stems first if they're too thick.,,"Brassica oleracea, Gongylodes","['Swiss chard', 'collard greens', 'kale']"
247,konbu,"Like other sea vegetables, konbu is rich in minerals.  It's very popular in Japan, where it's used to flavor dashi, a soup stock.  Konbu is usually sold dried, in strips or sheets. Choose konbu that's very dark, almost black, and don't wipe off the white residue that often appears on the surface; it's very flavorful.","dasima, haidai, kelp, kombu, oarweed, sea cabbage, sea tangle, tangle",,['monosodium glutamate']
248,kontomire,"This African green is very hard to find fresh in the United States, and the canned version is terrible.",African spinach,,"['Swiss chard', 'spinach']"
249,Kura olives,This Middle Eastern cracked green olive is hard to find in the U.S.,,Olea europaea,['Nafplion green olives']
250,lamuyo pepper,"This hard-to-find sweet pepper is smaller and sweeter than its cousin, the bell pepper, with which it's interchangeable.","European sweet pepper, rouge royal",Capsicum annuum,['bell pepper']
251,laver,"This protein-rich seaweed is popular in Britain and Japan.  To rehydrate, soak it in water for about an hour, then add it to soups and salads.  Laver is sometimes called nori, but that name is more commonly used for the dark sheets that the Japanese use to wrap sushi, which are made from the same plant.","aonori, green laver, nori, parae, purple laver, purple seaweed, redware",,['sushi nori']
252,leaf lettuce,"With their crispness and mild flavor, these lettuces are great in salads and sandwiches.","bunching lettuce, cutting lettuce, lechuga, looseleaf lettuce, salad-bowl lettuce",Lactuca sativa,"['butterhead lettuce', 'romaine lettuce']"
253,leek," Leeks look like large green onions, and they have a more complex onion flavor. They're often cooked as a vegetable side dish, or used in soups. Be sure to wash them thoroughly before cooking as the leaves are notorious for collecting dirt.",,Allium ampeloprasum,"['yellow onion', 'asparagus', 'ramps']"
254,lemon cucumber,"This versatile cucumber is sweet and flavorful, and doesn't have much of the chemical that makes other cucumbers bitter and hard to digest. Though it's often served raw, it's also a good pickling cucumber.",,,"['garden cucumber', 'cucumber']"
255,lesser galangal,"This Indonesian rhizome looks a bit like ginger, only it's smaller and darker. It's hard to find in the U.S., but your best bet is to look in Asian markets. It's sold fresh, frozen, pickled, dried, or powdered. Used the dried or powdered versions only in a pinch.","kencur root, kentjur root, lesser galangale, zedoary",Alpinia officinarum,"['fingerroot', 'ginger root', 'galangal']"
256,lettuce,"These are mild salad greens that are always served fresh, either in salads or as garnishes. There are four basic categories: iceberg lettuce, with leaves that grow in a dense ""head,"" leaf lettuce, with loosely gathered leaves, butterhead lettuce, with tender leaves that form a soft head, and romaine lettuce, with closely packed leaves in an elongated head.  Select lettuce that has rich color and crisp, fresh-looking leaves.",,Lactuca sativa,"['spinach', 'spring salad mix', 'radicchio', 'cress', 'corn salad', 'arugula', 'Swiss chard']"
257,Ligurian olives,These small Italian olives are brine-cured.,"Liguria olive, Taggiasca olive",Olea europaea,['Nicoise olives']
258,lobster mushroom,These are actually white mushrooms that have been coated by a red fungus.,,Hypomyces lactifluorum,[]
259,lollo rosso,"This mild, tender lettuce has ruffled red edges.",,Lactuca sativa,['red-leaf lettuce']
260,long white potato,"These oblong potatoes have a medium starch content, and are valued for their versatility.  They're good to keep in the pantry as an all-purpose potato.","California long whites, white rose",Solanum tuberosum,[]
261,lotus root,"Slices of the lotus root have a beautiful pattern. The fresh version is available sporadically; if not, the canned version is almost as good. Rinse and drain before using. Look for it in Asian markets.","lotus, quangdong, tenno",Nelumbo nucifera,"['water chestnut', 'Jerusalem artichoke', 'jicama']"
262,Lucque olives,These green olives are brine-cured.,,Olea europaea,"['Picholine olives', 'Cerignola olives']"
263,Lugano olives,These are salty Italian/Swiss brownish-black olives.,,Olea europaea,[]
264,maitake mushroom,"This Japanese mushroom is reputed to have numerous health benefits.  It also has a nice, earthy flavor.","hen-of-the-woods mushroom, kumotake mushroom, ram's head mushroom, sheep's head mushroom",Grifola frondosa,['oyster mushroom']
265,Malabar spinach,"This is cooked much like spinach, but it's a bit slimy like okra.  It occasionally shows up in Asian markets","alogbati, Basella alba, Ceylon spinach, kontomire, mong toi, saan choy, slippery vegetable, Vietnamese spinach, vine spinach",Basella alba,"['spinach', 'okra']"
266,malanga,"Like taro and cassava, malanga is used in tropical countries in much the same way that potatoes are used in more temperate climates.","tanier, tannia, tannier, yautia",Xanthosoma sagittifolium,"['taro', 'sweet potato', 'potato', 'yam', 'plantain']"
267,manzana chili,This habanero relative is often used in salsas. It has black seeds. These are hot.,manzana chile,,"['habanero - fresh', 'Scotch bonnet chili']"
268,Manzanilla olives,These green olives are available in most supermarkets. They're often pitted and stuffed with pimento or garlic. They're often put into martinis.,Spanish olive,Olea europaea,['caper berry']
269,Marche olives,,,Olea europaea,[]
270,matsutake mushroom,"These are popular in Japan, but they're hard to find fresh in the United States and dried matsutakes aren't nearly as flavorful.  Avoid canned matsutakes, they're even worse than dried.",pine mushroom,Tricholoma matsutake,"['portobello mushroom', 'shiitake mushroom']"
271,Mediterranean cucumber,,,,['cucumber']
272,Mexican avocado,"With their small size and shiny black skins, these look like elongated plums.  You can eat them, skin and all",,Persea americana,"['avocado', 'Mexicola avocado', 'chayote', 'fresh peas', 'asparagus', 'broccoli', 'artichoke hearts']"
273,Mexicola avocado,"This is a small, black-skinned avocado that's the size and shape of a fig. Since the peel is edible, they can be eaten like a peach. There's a smaller variety, the Mexicola cocktail avocado, that's oblong and virtually seedless. They'd make a great addition to a vegetable platter.","cocktail avocado, Mexicola cocktail avocado",Persea americana,"['Mexican avocado', 'avocado', 'chayote', 'fresh peas', 'asparagus', 'broccoli', 'artichoke hearts']"
274,mirasol pepper ,"Mirasol peppers have a distinctive fruity flavor. These are moderately hot. When dried, these are called Guajillo chiles.",,,"['hontaka pepper - fresh', 'Serrano pepper  ']"
275,Mission olives,"These are the common black ones that are ubiquitous in supermarkets, pizza parlors, and salad bars. They don't have as much character as European black olives.",,Olea europaea,['Kalamata olives']
276,miyoga,These are flower buds that emerge from a variety of ginger.  They're quite mild.  Look for them in Japanese markets.,"Japanese ginger, miyoga ginger, myoga, myoga ginger",Zingiber mioga,['green ginger']
277,mizuna,"Mizuna has tender leaves and a pleasant, peppery flavor.","Japanese greens, Japanese mustard greens, kyona, spider mustard","Brassica rapa, niposinica","['mustard greens', 'arugula']"
278,mora chili,This is a smoked and dried red jalapeno pepper. It's very hot.,,"Capsicum annuum, jalapeño","['chipotle pepper ', 'morita pepper', 'jalapeno pepper ']"
279,morels,"Morels are highly prized for their rich, earthy flavor, and also because their caps are hollow, which allows them to be stuffed.   Dried morels are very flavorful, and they're an excellent substitute for fresh in sauces and stews.",,Morchella esculenta,"['shiitake mushroom', 'chanterelle']"
280,morita pepper,"Like the larger mora chili, this is a smoked and dried red jalapeno. It's very hot.","chile morita, morita chili",Capsicum annuum,"['chipotle pepper ', 'mora chili', 'jalapeno pepper ']"
281,Moroccan dry-cured olives,These are shriveled black olives that are somewhat bitter. They're best used for cooking rather than snacking.,"Moroccan oil-cured olive, Moroccan salt-cured olive",Olea europaea,[]
282,Moroccan green olives,,,Olea europaea,['green olives']
283,mulato chili ,"This very popular chili looks like the ancho, but it's darker and sweeter. It's fairly mild and has an earthy flavor.","chile mulato , mulato pepper, mulatto chile","Capsicum annuum, mulato","['ancho chili', 'poblano pepper ']"
284,mung bean sprouts,"These are the large sprouts that are common in supermarkets.  They're crisp and nutty, and they're the best sprouts for stir-frying, though they can also be served raw.  Select bean sprouts that are crisp and white with just a tinge of yellow.  To keep them fresh, rinse them off and immerse them in cold water, then store them in the refrigerator.  They're very perishable, so try to use them within a day or two.  Canned bean sprouts are a very poor substitute for fresh.",bean sprouts,Vigna radiata,"['snow pea', 'sunflower sprouts', 'soybean sprouts']"
285,mushrooms,"Markets stock a variety of cultivated mushrooms, but many people prefer wild mushrooms, which are often more flavorful. Be careful when picking wild mushrooms (some species are poisonous) and always cook them thoroughly, both to release their flavors and to convert their proteins into a more usable form.To prepare fresh mushrooms, first trim off the bottoms of the stems, then wipe them off. Don't rinse or soak them, for they'll absorb water and turn mushy when you cook them. Dried mushrooms are often excellent substitutes for fresh, though some species don't dry well. You can reconstitute dried mushrooms by soaking or simmering them. Don't throw out the soaking liquid--it can add more flavor to your sauce than the mushrooms themselves. You can also pulverize dried mushrooms with a food processor or blender, then use the mushroom powder to flavor sauces and stews.To learn about various varieties of mushrooms, click here.",,,"['tempeh', 'Eggplants', 'asparagus', 'bell pepper', 'zucchini']"
286,mustard greens,"These are more popular in the South than in the rest of the country.  There are red and green varieties, and both have a peppery bite.  If the greens are too pungent for your taste, you can tame them by blanching them in salted water.",curled mustard,Brassica juncea,"['gai choy', 'escarole', 'kale', 'Swiss chard', 'spinach', 'radish greens']"
287,Nafplion green olives,"These are green, brine-cured Greek olives. They're somewhat salty.","Nafpelion, Nafphlion",Olea europaea,['Greek green olives']
288,nameko mushroom,"Nameko mushrooms are hard to find fresh, but Asian markets sometimes stock cans or plastic bags of it.  They have a gelatinous texture and the Japanese like to add them to miso soup.","butterscotch mushroom, huá zi mó, opyonok, Pholiota nameko",Pholiota microspora,['shiitake mushroom']
289,napa cabbage,"Like bok choy, napa cabbage is a common ingredient in Asian stir-fries. It can also be used as a milder and more delicate alternative to green cabbage in slaws and other recipes","celery cabbage, Chinese cabbage, Chinese celery cabbage, Chinese leaf (leaves), hakusai, michihli, nappa cabbage, Peking cabbage, petsai, shantung cabbage, wong bok",Brassica rapa subsp. Pekinensis,"['bok choy', 'cabbage', 'savoy cabbage']"
290,nettles,"Nettles have long been used in Europe as a substitute for spinach or kale, but they're tricky to use.  The tips contain formic acid, a nasty irritant that can give you a serious rash on the outside and cause even more damage on the inside. You can remove the formic acid by cooking and/or soaking the nettles, but don't try this unless you know what you're doing.  If you're harvesting your own nettle leaves, select young ones.",nettle leaves,Urtica dioica,"['escarole', 'beet greens', 'spinach']"
291,New Mexico green chili,"These large chilies are similar in size to Anaheims, but they're hotter. New Mexico green chilies peak in the late summer, while the hotter New Mexico red chilies appear in the fall. These are moderately hot.","New Mexico chile, New Mexico red chile (when mature)",,"['Anaheim chili', 'Anaheim chili']"
292,New Mexico red chili,"These chilies have an earthy flavor and resemble the California chili, except they're hotter and more flavorful. They are moderately hot.","chiles de ristra, New Mexican chile",Capsicum annuum,"['California chili ', 'ancho chili']"
293,new potatoes,"The term ""new potatoes"" is sometimes used to describe all small waxy potatoes, but technically it refers just to immature potatoes harvested in the spring and early summer.  You can tell if a potato is truly new by its skin; immature potatoes have flimsy, parchment-like skins that you can peel off with your fingers.   New potatoes are prized for their high moisture content and creamy texture, and because they can be cooked whole.  They're especially good steamed or roasted.  They're more perishable than other potatoes, so use them within a few days after buying them.","baby potatoes, chats, creamers, earlies, potato nuggets",Solanum tuberosum,['potato']
294,Nicoise olives,"A key ingredient in Salade Niçoise, these small purplish-black olives have a distinctive sour flavor. They're great in tapenades.",Niçoise olive,Olea europaea,"['Kalamata olives', 'Gaeta olives']"
295,nopales,"The canned version is acceptable substitute for fresh, but it has an inferior texture.","nopal, prickly pear cactus leaf, prickly pear cactus pad, prickly pear cactus paddle",,"['okra', 'green bean', 'green pepper']"
296,nopalitos,,,,['nopales']
297,Nyon olives,"These black olives from France are salt-cured, which makes them wrinkly and more bitter than standard lye-cured American black olives.",,Olea europaea,[]
298,oakleaf lettuce,Oakleaf lettuce has crunchy stems and tender leaves.  There are  red and green varieties.,oak leaf lettuce,Lactuca sativa,"['butterhead lettuce', 'romaine lettuce']"
299,oca potato,"Oca potatoes are root vegetables that are popular in New Zealand. They come in a range of colors, inclucing pink, yellow, orange and most commonly, red. Oca can be eaten raw or cooked.","uqa, yam (New Zealand)",Oxalis tuberosa,"['potato', 'summer squash', 'sweet potato', 'carrot']"
300,Okinawan purple potato,"The flesh of this tropical Asian sweet potato is vivid purple. It's perfect for tempura, but it can also be baked, sauteed, boiled, steamed, or mashed. It is very popular in desserts in the Philippines where it is know as ube.","beni imo, Okinawan yam, purple yam, purple yam jam, ube",Dioscorea alata,['japanese yam']
301,okra,"When cooked, okra exudes a slimy substance, which serves as a wonderful thickener in stews. Unfortunately, that sliminess puts off many diners, but you can minimize it by buying small, fresh okra and by cooking it very briefly. Okra's popular in the South, where they fry it in cornmeal, pickle it (this also gets rid of the sliminess), and use it to thicken their gumbos.","bamia, bamie, bhindi, bindi, gombo, gumbo, ladies' fingers, ladyfingers, ochro, okro, quiabo, quingombo",Abelmoschus esculentus,"['filé powder', 'nopales', 'asparagus', 'Eggplants', 'purslane']"
302,Olives,"A staple of Mediterranean cuisines, olives are most often eaten out of hand, though cooks also use them to flavor everything from pizzas to martinis.  Raw olives must be cured before they can be eaten, and the curing medium--usually lye, brine, or salt--affects their flavor and texture.  So too does the olive's degree of ripeness when it's picked.  Green olives are picked while unripe, which makes them denser and more bitter than brown or black olives, which stay on the tree until fully ripened.   Olives become bitter if they're cooked too long, so always add them to hot dishes at the last minute.   Opened cans or jars of olives should be refrigerated, but some olives can be stored at room temperature if they're submerged in brine or olive oil.",,Olea europaea,"['cocktail onion', 'onion flakes', 'sun-dried tomatoes', 'capers']"
303,onion flakes,"These are onions that have been chopped and then dehydrated.  They lack much of the pungency of fresh onions, but they're convenient and great for backpacking.","dehydrated onion flakes, dried minced onion",Allium cepa,"['onion powder', 'onion']"
304,onion powder,"Onion powder isn't as pungent as fresh onions, but it's a great time-saver.",,Allium cepa,"['onion flakes', 'onion']"
305,onion sprouts,These have a distinct onion flavor.,,,['daikon sprouts']
306,Onza roja chili,These are used in sauces and soups. They're hot.,,,[]
307,opo squash,"This is a mild squash, similar to zucchini.","bottle gourd, calabash, cucuzza, long squash, New Guinea bean, snake gourd",Lagenaria siceraria,"['zucchini', 'yellow squash']"
308,oyster mushroom,"Oyster mushrooms are prized for their smooth texture and subtle, oyster-like flavor.  They can also be grown commercially, so they're widely available and fairly inexpensive.","abalone mushroom, pleurotte, pleurotus mushroom, tree oyster mushroom",Pleurotus ostreatus,"['enoki mushroom', 'chanterelle', 'white mushroom']"
309,oyster plant,These hard to find and expensive leaves taste a little like oysters. Oyster plants are low growing perennial herb in the borage family.,"sea lungwort, seaside bluebells",Mertensia maritima,[]
310,parsley root,"This is hard to find in the United States, but it's a popular root vegetable in Central Europe. For more information, see the Wegman's Food Market's page on Parsley Root.","Dutch parsley, Hamburg parsley, heimischer, padrushka, parsnip-rooted parsley, turnip-rooted parsley",Petroselinum crispum,"['celeriac', 'carrot', 'parsnip', 'turnip']"
311,parsnip,"These are like carrots, except that they're cream-colored and never served raw. Northern Europeans like to add them to stews, but they can also be puréed or served as a side dish. Choose small, crisp ones.",,Pastinaca sativa,"['carrot', 'salsify', 'turnip', 'celeriac', 'parsley root', 'sweet potato']"
312,pasilla chili,"This is the dried version of the chilaca chili. It's mild, long, black, and wrinkled, and a standard ingredient in mole sauces. Ancho chilies are sometimes mislabeled as pasillas.","chile mixe, chile negro, chile pasilla, pasilla negro, pasilla pepper",Capsicum annuum,"['chilaca pepper', 'ancho chili', 'mulato chili ']"
313,pattypan squash,"These have a pleasant, nutty flavor. They're small enough to grill whole, but lots of recipes call for them to be hollowed out, stuffed, and baked. There are green and yellow varieties; yellow ones are sometimes called sunburst squash. ","custard squash, cymling, granny squash, peter pan squash, scallop, scalloped squash, sunburst squash, white bush squash, white squash",Cucurbita pepo,"['scallopini', 'zucchini', 'yellow squash']"
314,pea eggplants,"These tiny Thai eggplants are quite bitter. They're sold in clusters and look like large green peas. You can find them fresh in Thai markets, or buy them pickled in jars.","baby Thai eggplants makua puong, makheau phuang",Solanum melongena,['Thai eggplant']
315,pearl onion,"These tiny onions are sweet and mild.  About one inch in diameter, they're often pickled or creamed.","baby onions, button onions, silverskin onions",Allium ampeloprasum,"['boiling onion', 'cipollini onion']"
316,pequin pepper dried,These small red peppers are very hot.,"bird pepper, chile congo, chile de monte, chile pequín, chiltepe, piquin chile, piquin pepper, piquín peppers","Capsicum annuum, pequin","['chile de árbol dried', 'tepin dried', 'cayenne pepper dried', 'cascabel pepper - dried']"
317,Persian cucumber,This is very similar to a Japanese cucumber.,,,['Japanese cucumber']
318,Picholine olives,"Picholines are green, torpedo-shaped olives that are brine-cured. Those made in Provence are marinated with coriander and herbes de Provence, while American picholines are soaked in citric acid. They make great martini olives.",,Olea europaea,"['Lucque olives', 'Cerignola olives', 'green olives', 'caper berry', 'cocktail onion']"
319,pimento,"Pimentos are often sold roasted and peeled in cans or jars, or used to stuff green olives.","cherry pepper, pimiento",Capsicum annuum,['bell pepper']
320,Pinkerton avocado,These peel easily and their flavor is excellent.  One of the best varieties.,,Persea americana,"['avocado', 'chayote', 'fresh peas', 'asparagus', 'broccoli', 'artichoke hearts']"
321,piquant pepper - fresh,,"piquante pepper, sport pepper",Capsicum baccatum ,['poblano pepper ']
322,piri piri pepper dried,These are insanely hot tiny peppers.,"African red devil, bird's-eye chili, peri peri pepper, pili pili","Capsicum frutescens, pili pili",['melegueta pepper']
323,poblano pepper ,"These mild, heart-shaped peppers are large and have very thick walls, which make them great for stuffing. They're best in the summer. When dried, this pepper is called an Ancho chili.","ancho chile (incorrectly), pasilla pepper (incorrectly)",Capsicum annuum,"['Anaheim chili', 'bell pepper', 'green chile canned', 'Serrano pepper  ']"
324,pom pom mushroom,The flavor of this mushroom has been likened to that of lobster and crab.,"bear's head, beard mushroom, bears head mushroom, lion's mane mushroom, lions mane mushroom, monkey's head mushroom, monkeys head mushroom",Hericium coralloides,['porcini']
325,Ponentine olives,These are mild Italian brine-cured black olives.,,Olea europaea,[]
326,porcini,"Porcini mushrooms are well appreciated in Europe for their meaty texture and interesting flavor.  If you can find them fresh, pick the largest caps you can find (or afford).  Just wipe them clean before using; if you wash them, they'll soak up the water like a sponge.  Dried porcini are also excellent.","bolete, borowik, cep, cepe, king bolete, penny bun, Polish mushroom, porcino (Singular of porcino), steinpilze, stensopp",Boletus edulis,"['hedgehog mushroom', 'chanterelle', 'portobello mushroom', 'oyster mushroom', 'truffles']"
327,portobello mushroom,"These are just large cremini mushrooms, and their size (about the same as a hamburger patty) makes them perfect for grilling or roasting.  They're also more flavorful than younger, smaller creminis.","giant cremini, portabello mushroom",Agaricus bisporus,"['cremini mushroom', 'matsutake mushroom', 'porcini']"
328,puff ball mushroom,,puffball mushroom,Calbovista subsculpta,[]
329,pumpkin,Use the small sugar pumpkin = pie pumpkin for pies; the larger jack o'lantern pumpkin is too watery.  Canned pumpkin purée is convenient and a good substitute for fresh.,"jack o'lantern pumpkin (large), pie pumpkin (small), sugar pumpkin (small)",Cucurbita pepo,"['Hubbard squash', 'calabaza', 'butternut squash', 'buttercup squash', 'acorn squash', 'sweet potato']"
330,pumpkin leaves,Pumpkin leaves can be served fresh or in soups and stews.,pumpkin greens,Cucurbita pepo,"['Swiss chard', 'turnip greens', 'Belgian endive', 'spinach']"
331,purple potato,"These purple-fleshed potatoes have a medium starch content, so they're good all-purpose potatoes.  They lend an interesting color to mashed potatoes or potato salads, but they're not as flavorful as other varieties.  They tend to get mushy if they're over-cooked.","black potato, blue potato, purple Peruvian potato",Solanum tuberosum,"['Yukon Gold potato', 'yellow Finn potato']"
332,purslane,"Hispanic cooks especially like these crunchy, mild tasting greens. You can use purslane raw in salads, or cook them as a side dish. Look for purslane in Hispanic markets.","duckweed, little hogweed, verdolaga",Portulaca oleracea,"['watercress', 'spinach', 'okra']"
333,puya chili dried,"This is similar to the guajillo chile, only smaller and more potent. It has a fruity flavor that's good in salsas and stews. They are fairly hot.","pulla chile, puya pepper",Capsicum annuum,[]
334,quail grass,"Quail grass stems, leaves and young flowers can be cooked and eaten. ","celosia, cresta de gallo (Spain), crête de coq (France), feather cockscomb, Lagos spinach, soko, soko yokoto, velvet flower",Celosia argentea,[]
335,radicchio,"With its beautiful coloring and slightly bitter flavor, radicchio is wonderful when combined with other salad greens.  You can also use the leaves as a base for hors d'oeuvres, or sauté them for a side dish.  The most common variety, radicchio rosso (left), is round, while the treviso radicchio is elongated.","chioggia, red chicory, red Italian chicory, red-leafed chicory",Cichorium intybus,"['Belgian endive', 'red-leaf lettuce', 'escarole']"
336,radish,"With their crisp texture and peppery flavor, raw radishes are great in salads and on crudité platters.  They can also be cut into attractive garnishes.  Select firm, fresh-looking radishes and store them in your refrigerator for no more than a week.",european radishes,Raphanus raphanistrum,"['daikon', 'jicama']"
337,radish greens,"These have a peppery flavor, and they're great raw in salads and sandwiches, or you can cook them as you would other leafy greens. The leaves are fairly pungent, though, so a little goes a long way. The greens from young plants are best.",,Raphanus sativus,['mustard greens']
338,ramps,"These have a strong onion-garlic flavor which tends to linger on the breath.  Despite their humble Appalachian origins, ramps tend to be pricey and are usually found in gourmet produce markets.   They're available from March to June.","Chicago leek, narrow-leaf ramps, ramp, ramson, Tennessee truffle, white ramps, wild garlic, wild leek, wood leek",Allium tricoccum,"['softneck garlic', 'leek', 'Chinese chives']"
339,raw green olives,These are for the rare cook who's intrepid enough to cure olives from scratch. Do not eat them raw.,,Olea europaea,[]
340,red cabbage,"Red cabbage tastes just like green cabbage, so your choice between them depends largely on which color you prefer. One problem with red cabbage, though, is that the color tends to bleed and discolor surrounding foods. Select heavy heads of cabbage that have shiny leaves.",blaukraut,Brassica oleracea,"['green cabbage', 'napa cabbage', 'savoy cabbage']"
341,red mustard,"This has a pungent, peppery flavor that adds zip to salads.  You can cook it, too.","brown mustard, Chinese mustard, Indian mustard, leaf mustard, Oriental mustard, vegetable mustard",Brassica juncea,"['mizuna', 'arugula']"
342,red onion,"These are sweet enough to eat raw, and they're often used to add color to salads.  They're also excellent grilled or lightly cooked.
Varieties include the sweet red Italian onion, Italian red onion, creole onion, and red torpedo onion.","creole onion, Italian red onion, red torpedo onion, sweet red Italian onion",Allium cepa,"['Spanish onion', 'green onion', 'sweet onion', 'white onion']"
343,red orach,,French spinach,Atriplex hortensis rubra,['spinach']
344,red oyster mushroom,"This beautiful mushroom, unfortunately, loses its red coloring when cooked.",,,"['oyster mushroom', 'white mushroom', 'shiitake mushroom']"
345,red-leaf lettuce,,,Lactuca sativa,"['green-leaf lettuce', 'radicchio']"
346,red-skinned potato,"These waxy potatoes hold their shape after they're cooked, so they're great for making potato salads and scalloped potatoes.  Don't mash them--you'll end up with a sticky, gooey mess.","red potato, red round potato",Solanum tuberosum,"['yellow Finn potato', 'Yukon Gold potato', 'white round potato']"
347,Reed avocado,"This large, roundish avocado slips easily from the peel, and has excellent flavor and texture. It will stay firm even when ripe, so it's not a good choice if you're making guacamole.",,Persea americana,"['avocado', 'chayote', 'fresh peas', 'asparagus', 'broccoli', 'artichoke hearts']"
348,rhubarb,"Though a vegetable, rhubarb is treated more like a fruit, and it's typically made into such things as pies, tarts, preserves, and wine.  It's very tart, and at its best when combined with berries.  Varieties includes cherry rhubarb and the more delicate strawberry rhubarb.  Fresh rhubarb shows up in markets in the spring.  If you can't find it fresh, frozen rhubarb is a fine substitute.  Don't eat rhubarb leaves; they contain high levels of oxalic acid, a toxin.",pie plant,Rheum rhabarbarum,"['cranberry', 'quince']"
349,rocambole,This is more like a leak than a garlic and shouldn't be confused with rocambole garlic.,"European leek, Korean pickled-peel garlic, sand leek",Allium scorodoprasum,"['leek', 'garlic']"
350,rock samphire,This is more commonly found in Europe than in the United States.,"samphire, sea fennel",Crithmum maritimum,['seabean']
351,rocotillo pepper,"This is a small, sweet, mild pepper that looks like someone stepped on it. It's fruity-tasting like a habanero, only not nearly as hot.",,,['poblano pepper ']
352,rocoto chili,These very hot chiles look like tiny bell peppers and have black seeds. They have an interesting fruity flavor.,rocoto chile,,"['manzana chili', 'habanero - fresh']"
353,romaine lettuce,"Romaine combines good flavor and crunch, plus it has a decent shelf life in the refrigerator.  It's the preferred green for Caesar salad.  Green romaine is the most common variety, but you can sometimes find red romaine, which is more tender.",cos,Lactuca sativa,"['iceberg lettuce', 'Boston lettuce']"
354,Rosa Bianca eggplant,"This Italian heirloom eggplant has sweet, mild flesh and a creamy texture. They're hard to find, but knowing cooks scoop them up whenever they're in season.",,Solanum melongena,[]
355,royal olives,This is large brown Greek olive is brine-cured.,"Greek royal olive, Royal Victoria olive, Victoria olive",Olea europaea,"['Atalanta olives', 'Kalamata olives']"
